ps_number,part_name,part_type,manufacturer_part_number,part_manufacturer,part_price,part_description,install_difficulty,install_time,install_video_url,part_url,average_rating,num_reviews,appliance_type,brand,manufactured_for,availability,replaces_parts
PS11739043,Refrigerator Thimble Top WP2182181,Hinge,WP2182181,Whirlpool,10.4200,"For white, biscuit, black and stainless models.",Easy,15 - 30 mins,,https://www.partselect.com/PS11739043-Whirlpool-WP2182181-Refrigerator-Thimble-Top.htm?SourceCode=18,5,2,refrigerator,Whirlpool,"Whirlpool, Kenmore, KitchenAid, Maytag",In Stock,"AP6005981, 2182180, 2182181, 2200086, 2200087, 2303107, 2308091"
PS10060181,Top Hinge Bearing 216970802,Hinge,216970802,Frigidaire,17.9000,,,,,https://www.partselect.com/PS10060181-Frigidaire-216970802-Top-Hinge-Bearing.htm?SourceCode=18,,,refrigerator,Frigidaire,"Frigidaire, Kenmore, Electrolux, Crosley",In Stock,"AP5952212, 216970800, 216970801, 7216970800"
PS16226511,Freezer Door Gasket (Dorian Gray) WR14X36194,Seal or Gasket,WR14X36194,GE,55.2300,"This is a door gasket for the freezer compartment of your refrigerator. Door gaskets are made of rubber and plastic and are designed to seal the cold interior of the freezer compartment from the ambient temperature of your home. If the door gasket for your refrigerator is damaged, moldy, or warped, it must be replaced immediately. This gasket is a dark gray color, and measures approximately 36 inches wide and 27 inches tall. Replacing this gasket is simple, and only requires you to carefully remove the old gasket, and then wrap this new one around the perimeter of the compartment door. This gasket is sold individually and does not include any other parts.",,,,https://www.partselect.com/PS16226511-GE-WR14X36194-Freezer-Door-Gasket-Dorian-Gray.htm?SourceCode=18,4.1,10,refrigerator,GE,General Electric,In Stock,"WR14X10365, WR14X10370, WR14X10376, WR14X31558"
PS12710376,FRESH FOOD DOOR GASKET DORIAN GRAY WR14X29300,Seal or Gasket,WR14X29300,GE,57.2100,"Enhance the longevity of your GE refrigerator with this Fresh Food Door Gasket in suave Dorian Gray color. Ensuring a snug sealing around the door, it stands as a solid defense against warm air entries. Its unique design aids in smooth folds and creases, which can be further softened by soaking in warm water or applying light heat via a hairdryer. This gasket ensures optimal freshness of your stored food even during lengthy repairs. Its easy installation and top-notch material underline its durability, making this GE Fresh Food Door Gasket a must-have for refrigerator maintenance.",,,,https://www.partselect.com/PS12710376-GE-WR14X29300-FRESH-FOOD-DOOR-GASKET-DORIAN-GRAY.htm?SourceCode=18,,,refrigerator,GE,General Electric,In Stock,"WR14X10371, WR14X10377"
PS11772253,GASKET DOOR FF WW WR14X27232,Seal or Gasket,WR14X27232,GE,65.1100,"This is an OEM door gasket compatible with refrigerators. This door gasket, also known as a door seal, is used to create a barrier between the cool interior of your refrigerator and the warm, room-temperature of your home. If this gasket is damaged, moldy, or warped, it cannot work properly anymore and must be replaced immediately. This gasket is made of white rubber and plastic and measures approximately 26 inches wide and 42 inches long. To replace this gasket, you will need to carefully remove the old one from the frame of your refrigerator door, and then carefully wrap this new one around it. This gasket is sold individually, so if more than one gasket is necessary, consider that before ordering.",Very Easy,Less than 15 mins,,https://www.partselect.com/PS11772253-GE-WR14X27232-GASKET-DOOR-FF-WW.htm?SourceCode=18,,,refrigerator,GE,General Electric,In Stock,WR14X21214
PS11774647,GASKET DOOR FF DG WR14X27235,Seal or Gasket,WR14X27235,GE,69.0600,"This door gasket, also known as a door seal, is sourced directly from the manufacturer for use with various models of refrigerators. It is a black, rubber seal that is positioned along the perimeter of the door. It is responsible for creating an airtight seal between the fridge door and the main body of the cabinet. This seal helps to maintain the optimal temperature in the fridge by preventing warm air from entering the fridge and cold from escaping. If the door seal is torn, loose, or can no longer maintain a tight seal, your refrigerator will need to work harder to stay cool, leading to increased energy usage, and potential food spoilage over time.",Really Easy,30 - 60 mins,,https://www.partselect.com/PS11774647-GE-WR14X27235-GASKET-DOOR-FF-DG.htm?SourceCode=18,4.6,5,refrigerator,GE,"General Electric, Hotpoint",In Stock,WR14X22914
PS12069093,Refrigerator Freezer Door Gasket WR14X27230,Seal or Gasket,WR14X27230,GE,58.2000,The freezer door gasket creates a seal around the door to prevent warm air from entering the freezer compartment.,Very Easy,Less than 15 mins,,https://www.partselect.com/PS12069093-GE-WR14X27230-Refrigerator-Freezer-Door-Gasket.htm?SourceCode=18,5,11,refrigerator,GE,"General Electric, Hotpoint",In Stock,"AP6048446, WR14X21147, WR14X29556"
PS12069094,Door Gasket WR14X27231,Seal or Gasket,WR14X27231,GE,67.0800,"This door gasket, also referred to as a door seal, is an authentic manufacturer replacement part that is guaranteed to fit in your refrigerator just like the original. The gasket is designed to prevent cold air from escaping out of the fridge and prevent warm air from entering. This airtight seal helps to maintain the optimal temperature inside the fridge cabinet to keep your food fresh. If the door seal becomes torn, loose, or can no longer remain in place, you should replace it promptly as a faulty gasket will lead to large energy loss and food spoilage.",,,,https://www.partselect.com/PS12069094-GE-WR14X27231-Door-Gasket.htm?SourceCode=18,2.5,4,refrigerator,GE,"General Electric, Hotpoint",In Stock,WR14X22910
PS2371034,French Door Gasket - Gray WR14X10305,Seal or Gasket,WR14X10305,GE,128.3300,This door gasket is used to make an air-tight seal for the cabinet when the door is closed.,Easy,30 - 60 mins,,https://www.partselect.com/PS2371034-GE-WR14X10305-French-Door-Gasket-Gray.htm?SourceCode=18,4.09,32,refrigerator,GE,General Electric,In Stock,"AP4485153, WR14X10305"
PS11774648,GASKET DOOR FF DG WR14X27236,Seal or Gasket,WR14X27236,GE,69.0600,"Introducing the GE GASKET DOOR FF DG, a premium appliance repair component designed to enhance your kitchen experience. Specifically meant for GE refrigerators, this product serves to create a robust seal around your refrigerator door, effectively preventing warm air from infiltrating your unit. With this GE product, you can save energy and maintain the freshness of your food with ease. The GASKET DOOR FF DG comes with smooth folds and creases, which can be expertly treated by soaking the gasket in warm water or delicately warming it with a hair dryer on a low-heat setting. To ensure the longevity of your food items, be sure to remove and securely store any perishables that might spoil while your refrigerator door remains open for the repair procedure. Trust in GE's commitment to quality to maximize your refrigerator's performance with the GASKET DOOR FF DG.",,,,https://www.partselect.com/PS11774648-GE-WR14X27236-GASKET-DOOR-FF-DG.htm?SourceCode=18,5,1,refrigerator,GE,General Electric,In Stock,"WR14X21221, WR14X21234"
PS8758486,Freezer Door Gasket - Black WR24X20455,Seal or Gasket,WR24X20455,GE,73.2700,This door gasket is used to seal the freezer door when closed.,Very Easy,30 - 60 mins,,https://www.partselect.com/PS8758486-GE-WR24X20455-Freezer-Door-Gasket-Black.htm?SourceCode=18,4.06,17,refrigerator,GE,"General Electric, Hotpoint, Kenmore",In Stock,"AP5796164, WR24X10072, WR24X10158, WR24X10259, WR24X25780"
PS12069095,Refrigerator Door Gasket WR14X27233,Seal or Gasket,WR14X27233,GE,63.1300,The door gasket is on the inner door panel and creates a seal around the door to prevent warm air from entering the refrigerator.,Really Easy,30 - 60 mins,,https://www.partselect.com/PS12069095-GE-WR14X27233-Refrigerator-Door-Gasket.htm?SourceCode=18,5,3,refrigerator,GE,"General Electric, Hotpoint",In Stock,"AP6048405, WR14X21148"
PS12729543,GUIDE 11030552,Bracket or Flange,11030552,Bosch,58.9900,,,,,https://www.partselect.com/PS12729543-Bosch-11030552-GUIDE.htm?SourceCode=18,,,refrigerator,Bosch,Bosch,In Stock,
PS12731698,MOUNTING BRACKET 12028358,Bracket or Flange,12028358,Bosch,131.1700,,,,,https://www.partselect.com/PS12731698-Bosch-12028358-MOUNTING-BRACKET.htm?SourceCode=18,,,refrigerator,Bosch,Bosch,On Order,
PS12729542,GUIDE 11030551,Bracket or Flange,11030551,Bosch,46.6300,,,,,https://www.partselect.com/PS12729542-Bosch-11030551-GUIDE.htm?SourceCode=18,,,refrigerator,Bosch,Bosch,In Stock,
PS12741927,GUIDE 10007084,Bracket or Flange,10007084,Bosch,6.9600,,,,,https://www.partselect.com/PS12741927-Bosch-10007084-GUIDE.htm?SourceCode=18,,,refrigerator,Bosch,Bosch,In Stock,10008351
PS16221912,GUIDE 11037968,Bracket or Flange,11037968,Bosch,56.9500,,,,,https://www.partselect.com/PS16221912-Bosch-11037968-GUIDE.htm?SourceCode=18,,,refrigerator,Bosch,Bosch,In Stock,
PS11728712,FIXING KIT 00635355,Bracket or Flange,00635355,Bosch,10.1200,,,,,https://www.partselect.com/PS11728712-Bosch-00635355-FIXING-KIT.htm?SourceCode=18,,,refrigerator,Bosch,"Gaggenau, Thermador, Bosch",In Stock,"AP5985883, 00604240, 604240, 635355"
PS12729872,MOUNTING BRACKET 12028495,Bracket or Flange,12028495,Bosch,35.0100,,,,,https://www.partselect.com/PS12729872-Bosch-12028495-MOUNTING-BRACKET.htm?SourceCode=18,,,refrigerator,Bosch,Bosch,In Stock,
PS16221915,GUIDE 11037971,Bracket or Flange,11037971,Bosch,29.6300,,,,,https://www.partselect.com/PS16221915-Bosch-11037971-GUIDE.htm?SourceCode=18,,,refrigerator,Bosch,Bosch,Special Order,
PS16221916,GUIDE 11037972,Bracket or Flange,11037972,Bosch,31.7900,,,,,https://www.partselect.com/PS16221916-Bosch-11037972-GUIDE.htm?SourceCode=18,,,refrigerator,Bosch,Bosch,Special Order,
PS12729606,GUIDE 11032684,Bracket or Flange,11032684,Bosch,132.8400,,,,,https://www.partselect.com/PS12729606-Bosch-11032684-GUIDE.htm?SourceCode=18,,,refrigerator,Bosch,Bosch,In Stock,
PS12070396,LED Light Module W11043011,Light or Bulb,W11043011,Whirlpool,80.9200,"This LED light module is designed to illuminate the interior of your refrigerator or freezer with a clean, natural white light. Engineered for long-lasting performance, it features a food-grade waterproof coating that resists moisture, dust, and corrosion—making it ideal for the demanding environment inside your appliance. This module is a direct replacement for the original interior light and is compatible with a range of refrigerator models. Installation is typically quick and straightforward, allowing you to restore bright, energy-efficient lighting to your appliance with minimal effort.",Really Easy,Less than 15 mins,,https://www.partselect.com/PS12070396-Whirlpool-W11043011-LED-Light-Module.htm?SourceCode=18,4.93,45,refrigerator,Whirlpool,"Whirlpool, Maytag, Amana",In Stock,W10866538
PS12717432,BULB-LIGHT W11338583,Light or Bulb,W11338583,Whirlpool,55.2500,"This is a genuine replacement light bulb for a refrigerator. The inside of your refrigerator should illuminate when you open the door. If your fridge does not illuminate, you may need to replace this part. It is smaller than a standard light bulb, but has a standard size screw-in base. It measures about 3.75 inches in length.",Very Easy,Less than 15 mins,,https://www.partselect.com/PS12717432-Whirlpool-W11338583-BULB-LIGHT.htm?SourceCode=18,4.37,27,refrigerator,Whirlpool,"Whirlpool, Kenmore, KitchenAid, Maytag",In Stock,"850166, W10565137, W10745744, W10805744, W10837631, W10865849, W11043014, W11196500"
PS11739347,Refrigerator Light Bulb 10w WP22002263,Light or Bulb,WP22002263,Whirlpool,17.9000,"This 10-watt clear incandescent light bulb is designed to provide reliable interior illumination for household appliances such as dryers and refrigerators. Measuring approximately 2 inches in length, it fits securely into standard appliance sockets and activates when the appliance door is opened, offering clear visibility inside the drum or compartment. The bulb is suitable for use in a wide range of models across multiple appliance brands and is engineered to deliver consistent performance and durability. Installation is straightforward—simply screw the bulb into the designated socket within the appliance. Ensure the appliance is powered off before installation to maintain safety.",Easy,30 - 60 mins,https://www.youtube.com/watch?v=Hv_tPVum9ts,https://www.partselect.com/PS11739347-Whirlpool-WP22002263-Refrigerator-Light-Bulb-10w.htm?SourceCode=18,3.94,16,refrigerator,Whirlpool,"Whirlpool, Kenmore, KitchenAid, Maytag",In Stock,"AP6006279, 14200559, 14201091, 14210279, 14218420, 17512, 18445, 21074, 21120, 22002263, 245535, 262465, 263313, 28329, 3178641, 3406124, 3406125, 3406126, 35001138, 4159007 ... Show more"
PS3504321,Defrost Heater 242044008,Element or Burner,242044008,Frigidaire,28.8700,The defrost heater is in the evaporator section at the rear of the freezer. This heater melts frost off of the evaporator coils.,Really Easy,15 - 30 mins,,https://www.partselect.com/PS3504321-Frigidaire-242044008-Defrost-Heater.htm?SourceCode=18,5,3,refrigerator,Frigidaire,"Frigidaire, Kenmore, Crosley, Westinghouse",In Stock,242044020
PS426768,Defrost Heater 216730700,Element or Burner,216730700,Frigidaire,80.2600,"This stainless steel defrost heater is designed to melt frost buildup from the evaporator coils during the automatic defrost cycle, ensuring consistent airflow and temperature regulation within the refrigerator and freezer compartments. Positioned near the evaporator, it activates periodically to prevent ice accumulation that can obstruct cooling performance. A properly functioning defrost heater supports energy efficiency, reduces compressor strain, and helps maintain food freshness. Common symptoms of a failing heater include excessive frost, temperature fluctuations, and prolonged appliance run times. Replacing this component restores optimal cooling and system balance.",,,,https://www.partselect.com/PS426768-Frigidaire-216730700-Defrost-Heater.htm?SourceCode=18,5,1,refrigerator,Frigidaire,"Frigidaire, Kenmore, Electrolux, Gibson",In Stock,"AP2113768, 890572, 297216100, 297216101, 7216730700, 7297216100"
PS2581596,Defrost Heater 242044113,Element or Burner,242044113,Frigidaire,76.4500,,Easy,30 - 60 mins,,https://www.partselect.com/PS2581596-Frigidaire-242044113-Defrost-Heater.htm?SourceCode=18,5,2,refrigerator,Frigidaire,"Frigidaire, Kenmore, Electrolux, Crosley",In Stock,"AP4527302, 240316107, 241940201, 7240316107, 7241940201"
PS16227227,HEATER 5304524953,Element or Burner,5304524953,Frigidaire,110.9000,,,,,https://www.partselect.com/PS16227227-Frigidaire-5304524953-HEATER.htm?SourceCode=18,,,refrigerator,Frigidaire,"Frigidaire, Electrolux",In Stock,5304523833
PS12746228,HEATER 5304522340,Element or Burner,5304522340,Frigidaire,74.2200,"Introducing the Frigidaire Defrost Heater, a genuine OEM part designed specifically for select models of Frigidaire, Electrolux, White Westinghouse, and Tappan refrigerators. This innovative appliance component functions by melting frost from the evaporator fins and simultaneously safeguards the evaporator from overheating during the defrost cycle. It is crucial to safely store any food that could deteriorate while the power is off during installation. For the safety-first approach, always remember to unplug the refrigerator before maneuvering this part into place. It is advised to wear work gloves during the installation process for optimal hand protection. Invest in the Frigidaire Defrost Heater today and safeguard your refrigerator's functionality for the long haul.",,,,https://www.partselect.com/PS12746228-Frigidaire-5304522340-HEATER.htm?SourceCode=18,,,refrigerator,Frigidaire,"Frigidaire, Electrolux",In Stock,
