ps_number,story_id,title,instruction,author,difficulty,repair_time,helpful_count,vote_count
PS11739602,35719,Refigerator,"Took part out of box..Took old part off and installed new part .. Plugged in Refrigerator.. so far is operating great performance..Thank you for shipping in record time..you made this sitution painless ..will definitely recommend to all my friends to shop with PartSelect first ..
Thank you so much.. It was one of the hottest day of","Gina L from Farmington, PA",Easy,Less than 15 mins,7,12
PS11739602,32121,not cooling unless tapped on,"Removed 1/4 screw from housing to access thermostat. removed plastic tubing and three wires, reassembled and it works fine.
Repair took 12 minutes","Rich from Clyde, OH",Really Easy,Less than 15 mins,20,22
PS11739602,28195,Stopped cooling,"Repair man that looked at it said it was the thermostat and that he would order the part. Waited two weeks with no word, so I ordered the part on line, got it the next day and installed it. The only hard part of the installation was getting to the three screws (located vertically in top of refrigerator section) to remove them. Simple t","Joseph from Pacific, MO",Easy,Less than 15 mins,5,9
PS11739602,21635,refridgerator kept shutting off had to bang on it to start it again,"If I can do it anyone can. I'm a woman who is alittle handy around the house but if
i don't do it know one will.It was easy and only took about 10 minutes, 3 wires plugged into it and thats it.","Ginger from Margate, FL",Easy,Less than 15 mins,14,14
PS11739602,18623,Freezer would not maintain cold temperature.,"First, pulled knob off ot thermostat. Then, lowered control panel housing thermostat by unscrewing one screw. Removed old thermostat after taking off three wires. Replaced with new thermostat, secured wires, and screwed control panel to top of refrigerator. That's all it took. Challenge was finding the nut driver to loosen screw.","Thomas from Waleska, GA",Easy,30 - 60 mins,13,15
PS11739602,11359,Faulty thermostat,"My refrigerator is approximately seven years old (date of manufacture: 2001). I had come home twice in the last month to find that it had not been running for several hours (ice melted, milk spoiled, etc.) but it would start running again if I twisted the thermostat knob. So, I ordered a new thermostat. First I removed the 1/4"" hex scr","Aaron from Houston, TX",Easy,Less than 15 mins,92,98
PS11742470,95272,Freezer was cooling but refridgerator was not,The evaporator coil was fully coated with ice. When all the ice melted the 2 leads on the old defrost thermostat (which was defective -- the gel was protruding over the top of the thermostat) were cut and the old thermostat removed. The leads from the new thermostat (bought from PartSelect) were re-attached to the wires that were previous,"Delmanda from Jupiter, FL",Really Easy,Less than 15 mins,2,2
PS11742470,32944,Freezer icing up,"Freezer was running for extremely long periods I noticed and not doing a great job of cooling the fridge.I assumed it was in need of a defrosting so I took the panel off to take a look.
The whole radiator was covered with ice.I could see the defrost thermostat was half way popped out of its casing at a 45 degree angle.
I just ha","phil from sioux falls, SD",Really Easy,Less than 15 mins,8,12
PS11742470,27155,bottom not cold and freezer back iced up,I automatically assumed it was the defrost timer contcts or motor due to 2 previous experiences. After seeing troubleshooting guide in check out page of partselect.com site I tested the 2 other components and found defective defrost thermostat. Thanks to this guide I saved a lot of time and cost.,"Sid from Houston, TX",Easy,30 - 60 mins,23,27
PS11742470,19827,Freezer was not defrosting,"In the freezer section I disassembled the paneling and remeoved the old bi-metal by cutting the wires (make sure your cut has enough slack to do splicing). Then, stripped 1/4 inch of wire insulation from the wire and used a wire splice to connect the new bi-metal and after that I crimp the wire slice. After all of that, I reassembled th","Carl from Kewanee, IL",Easy,30 - 60 mins,13,16
PS11742470,16034,Freezer Frosting,"My problem was that the freezer was frosting up.
I have a no frost system so I decided to investigate.
I removed the panels inside the freezer compartment.
This took me about 5 minutes. After the ice had melted, I noticed that the clicks-on (bi-metal stat)
has the top push out at about a 45% angle.
After ordering","David from Ocala, FL",Really Easy,Less than 15 mins,13,18
PS11756369,30574,Ref was warm freezer was still freezing,"check what site said was probably the problem 80% of the time. took out one screw unit dropped down disconnected part
connected new part screwed unit backup. Waited 4-5 hrs temp went from 60 degrees to 40.","richard l. from franklin, KY",Really Easy,Less than 15 mins,25,36
PS1526586,94933,"Ice cubes were melting together, forming big chunks","An online video got us going. It turned out the filter needed changing, and we didn't need the part we got. However, we discovered another part that WAS broken and have ordered an ice dispenser drum.","Samuel from LAKEWOOD, CO",Easy,30 - 60 mins,1,2
PS1526586,93234,ice bin had a crack in bottom,Removed from freezer and dumped ice into pan. Removed 5 screws and pull old bin out. Inserted new bin in place and reinstalled 5 screws. Put back in freezer and dumped ice into bin . Job done,"Benjamin from YAZOO CITY, MS",Really Easy,30 - 60 mins,1,1
PS1526586,80568,Container was broken on the back side,Replaced Ice Container/Bucket,"Martin D from HOMEDALE, ID",Really Easy,15 - 30 mins,1,1
PS1526586,42374,"A 2"" x 4"" section on the bottom of the ice container bucket broke out.",Simply detached the old ice container by removing four screws and removing one screw holding the lever onto the bottom of the container. A bit of advice; make sure you note how the spring is attached to the lever before removing the screw. It took me a bit to determine how the spring activated the lever when I was reattaching it to the,"David from Owensboro, KY",Easy,15 - 30 mins,5,7
PS1526586,39039,Ice maker leaked,Watched video. Followed steps exactly.,"Lisa from Orleans, IN",Easy,30 - 60 mins,2,5
PS1526586,38090,cracked in the back,"I removed the ice bucket from the freezer, took the front off with a screw driver, and then put the front on the new bucket and replaced it in the freezer. It was very easy.","Harold from Vermontville, AL",Really Easy,Less than 15 mins,1,3
PS1526586,23383,The plasticdrum was broken and would no longer crush or feed the ice through the door,"removed screws,removed broken parts and installed new parts.","Lawrence from Wichita, KS",Easy,30 - 60 mins,146,220
PS1526586,11366,There was a hole in the plastic bin where ice fell through to the freezer.,"I removed the screws that held the the ice dispencer from the bin. I than removed three screws from the bottom of the bin. I put the new plastic piece on the end of the spiral piece that
pushes the ice. I inserted the spiral piece back into the hole. I than screwed the ice dispencer
to the bin and re-inserted it back in the refr","Thomas from Niceville, FL",Really Easy,Less than 15 mins,9,9
PS1526586,7586,Water Dripping from through the door water outlet and Ice Maker doesn't make ice.,"I had two problems, the first was that water was dripping from the through the door outlet and the second problem is that the ice maker wasn't making ice.

Replacing the water valve was a simple process:

1. Turn off the water to the fridge at the household shutoff valve.
2. Move the fridge away from the wall.","Cory from Lincoln, NE",Easy,30 - 60 mins,174,218
PS11750673,99160,Freezer was icing up and leaking. Refrigerator side would not keep cold.,"We emptied out both sides, refrigerator and freezer, and followed the instructions in your video. We turned it off and disconnected the power. We took off the freezer door first. It made it much easier to get the shelves out and reach way back into the freezer. We removed the light and cover, then the ice auger motor. The back panel wa","Camille from Glen Ellyn, IL",Easy,More than 2 hours,1,1
PS11750673,96211,Refrigerator No Longer Cooling Properly,"Approximately:

1. Unplugged refrigerator.
2. Emptied Freezer.
3. Removed Ice Maker.
4. Waited a few hours for ice to melt around back panel & nuts.
5. Removed back panel and the cover over fan and fan motor.
6. Waited many more hours for ice to thaw over fins, wiring, etc.
7. Easily replaced the bi","Elizabeth from DELRAY BEACH, FL",A Bit Difficult,More than 2 hours,10,10
PS11750673,95823,"Fridge constantly cycling off/on, beeping","Bi-metal defrost thermostat tested bad, so replaced. To remove back freezer panel on this model, remove top left and right shelf pegs (use a screw driver). This will let back freezer panel slide up and out.

Control board, located in metal box above the inverter board had a bad 200uF electrolytic capacitor (bulging top) and 12v","Joe from PALO ALTO, CA",Easy,30 - 60 mins,5,5
